,Close,isolationforest_score,autoencoder_score
2023-02-23,23.61153221130371,-0.025946136129064712,0.0051493375
2023-05-25,37.9022331237793,-0.1108501246152398,0.031998787
2024-02-22,78.3986587524414,-0.032104774432196614,0.019967388
